quest,questType,entity,entityType,role,score,reviewNeeded,reasons,sourceUrl,evidence
Desert Treasure I,quest,Malak,npc,turn_in,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Once Dessous is dead, return to Malak in Canifis to claim the Blood diamond, and deposit it in the bank as quickly as possible to avoid being attacked by the Stranger. If you lose the diamond, reclaim it from Malak. You will not have to fig"
Desert Treasure I,quest,Mummy (Ancient Pyramid sarcophagus),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Mummy (Ancient Pyramid),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Mummy ashes,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Rasolo,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Roavar,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Ruantun,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Category:Desert Treasure I"
Desert Treasure I,quest,Ruantun,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel to Canifis (fairy ring code ), and talk to Malak in the pub. Tell him that you're looking for a diamond. He'll agree to give it to you if you kill Dessous and gives you a list of items that you'll need to kill him successfully. Make  / Category:Desert Treasure I"
Desert Treasure I,quest,Stranger,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Terry Balando,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel through the Shantay Pass south of Al Kharid and then west via flying carpet or by running to the Bedabin Camp. Fairy ring code , near the Kalphite Lair, is north-east of the camp. Talk to Asgarnia Smith near the small water pool; he' / Category:Desert Treasure I"
Desert Treasure I,quest,Terry Balando,npc,turn_in,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,"Travel through the Shantay Pass south of Al Kharid and then west via flying carpet or by running to the Bedabin Camp. Fairy ring code , near the Kalphite Lair, is north-east of the camp. Talk to Asgarnia Smith near the small water pool; he' / Category:Desert Treasure I"
Desert Treasure I,quest,Troll child,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Troll father,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure I,quest,Troll mother,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_I,Category:Desert Treasure I
Desert Treasure II - The Fallen Empire,quest,Abyssal antibody,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Abyssal axon,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Abyssal leech (The Scar),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Abyssal walker (The Scar),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Ahrim the Blighted,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Akthanakos,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Ancient Guardian (Desert Treasure II),monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"* Ancient Guardian (level 153) * Vardorvis (level 572) * Kasonde (level 193) * A number of lesser demons, black demons, and abyssal creatures * The Leviathan (level 593) * Jhallan (level 491) * Duke Sucellus (level 538) * The Whisperer (lev / Category:Desert Treasure II - The Fallen Empire"
Desert Treasure II - The Fallen Empire,quest,Ancient Guardian (Desert Treasure II),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"* Ancient Guardian (level 153) * Vardorvis (level 572) * Kasonde (level 193) * A number of lesser demons, black demons, and abyssal creatures * The Leviathan (level 593) * Jhallan (level 491) * Duke Sucellus (level 538) * The Whisperer (lev / Category:Desert Treasure II - The Fallen Empire"
Desert Treasure II - The Fallen Empire,quest,Asgarnia Smith,npc,story,0.91,False,quest category match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Asgarnia Smith / Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Assassin,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Azzanadra,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Azzanadra / Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Barus,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"Head to the Burning Man monument, found on the western side of Lovakengj. If you have Xeric's talisman, teleport to Xeric's Inferno, then run south-west. Talk to Barus, a Lovakengj historian who will explain the history of the Burning Man.  / Category:Desert Treasure II - The Fallen Empire"
Desert Treasure II - The Fallen Empire,quest,Barus,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"Head to the Burning Man monument, found on the western side of Lovakengj. If you have Xeric's talisman, teleport to Xeric's Inferno, then run south-west. Talk to Barus, a Lovakengj historian who will explain the history of the Burning Man.  / Category:Desert Treasure II - The Fallen Empire"
Desert Treasure II - The Fallen Empire,quest,Black demon (The Scar),monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Blood Totem,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Catalyst,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Catalytic Guardian,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"Speak to the Catalytic Guardian by the portal, who has been waiting to inform you that The Great Guardian has detected a magical signal of unknown origin emerging from the rift. You will ask to be transported to The Scar, despite recommenda / Category:Desert Treasure II - The Fallen Empire"
Desert Treasure II - The Fallen Empire,quest,Catalytic Guardian,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"Speak to the Catalytic Guardian by the portal, who has been waiting to inform you that The Great Guardian has detected a magical signal of unknown origin emerging from the rift. You will ask to be transported to The Scar, despite recommenda / Category:Desert Treasure II - The Fallen Empire"
Desert Treasure II - The Fallen Empire,quest,Cerebral pathbreaker,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Cerebral pathfinder,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Crawling Hand (Lassar Undercity),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Crimson sanguisphera,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Dharok the Wretched,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,Category:Desert Treasure II - The Fallen Empire
Desert Treasure II - The Fallen Empire,quest,Dr Banikan,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/Desert_Treasure_II_-_The_Fallen_Empire,"Make your way to the Exam Centre (either by using Senntisten Teleport or a Digsite teleport) and speak with Terry Balando. Though he tells you that Zaros is still a relative unknown to him, he recommends you to talk to Dr Banikan, who in a  / Category:Desert Treasure II - The Fallen Empire"
